# General Blocks
66.220.242.196/30,US,US-VT,Belmont,05730
66.220.242.200/30,US,US-VT,Springfield,05156
66.220.242.204/30,US,US-VT,Springfield,05156
66.220.242.208/29,US,US-NH,Lebanon,03756
66.220.242.216/29,US,US-NH,West Lebanon,03784
66.220.242.224/30,US,US-VT,North Springfield,05150
66.220.242.228/30,US,US-VT,North Springfield,05150
66.220.242.232/29,US,US-VT,Cuttingsville,05738
66.220.242.240/28,US,US-VT,Springfield,05156
173.195.240.0/20,US,US-VT,Springfield,05156
209.134.32.0/24,US,US-VT,Saxtons River,05154
209.134.33.0/24,US,US-VT,Hartland,05048
209.134.34.0/24,US,US-VT,North Springfield,05150
209.134.36.0/24,US,US-VT,Bridgewater,05034
209.134.37.0/24,US,US-VT,Springfield,05156
209.134.38.0/24,US,US-VT,Springfield,05156
209.134.39.0/24,US,US-VT,Mt Holly,
209.134.40.0/23,US,US-VT,Springfield,05156
209.134.42.0/24,US,US-VT,Pawlet,05761
209.134.43.0/24,US,US-VT,Springfield,05156
209.134.44.0/24,US,US-VT,Hartland,05048
209.134.45.0/24,US,US-VT,Springfield,05156
209.134.46.0/24,US,US-VT,Springfield,05156
209.134.47.0/24,US,US-VT,Killington,05751
209.134.35.0/25,US,US-VT,Hartland,05048
209.134.35.128/27,US,US-VT,Mt Holly,
209.134.35.160/27,US,US-VT,North Springfield,05150
209.134.35.192/26,US,US-VT,Springfield,05156
209.134.37.0/30,US,US-VT,Woodstock,05091
209.134.37.4/30,US,US-VT,Springfield,05156
209.134.37.8/30,US,US-VT,Springfield,05156
209.134.37.12/30,US,US-VT,Springfield,05156
209.134.37.16/29,US,US-VT,Perkinsville,05151
209.134.37.24/29,US,US-VT,Montpelier,05601
209.134.37.32/29,US,US-VT,Brandon,05733
209.134.37.40/29,US,US-VT,Springfield,05156
209.134.37.48/29,US,US-VT,Bellows Falls,05101
209.134.37.56/30,US,US-VT,Bellows Falls,05101
209.134.37.60/30,US,US-VT,Bellows Falls,05101
209.134.37.64/30,US,US-VT,Bellows Falls,05101
209.134.37.68/30,US,US-VT,Saxtons River,05154
209.134.37.72/30,US,US-VT,Grafton,05146
209.134.37.76/30,US,US-VT,Westminster,05158
209.134.37.80/29,US,US-VT,Reading,05062
209.134.37.88/29,US,US-VT,Burlington,05401
209.134.37.96/29,US,US-VT,Springfield,05156
209.134.37.104/29,US,US-VT,Burlington,05401
209.134.37.112/30,US,US-VT,Springfield,05156
209.134.37.116/30,US,US-VT,Topsham,05076
209.134.37.120/30,US,US-VT,Springfield,05156
209.134.37.124/30,US,US-VT,Wallingford,05773
209.134.37.128/29,US,US-VT,Springfield,05156
209.134.37.136/29,US,US-VT,Springfield,05156
209.134.37.144/29,US,US-VT,Morrisville,05661
209.134.37.152/29,US,US-VT,Morrisville,05661
209.134.37.160/27,US,US-VT,Williston,05495
209.134.45.0/27,US,US-VT,Bridgewater,05034
209.134.45.32/27,US,US-VT,Mt Holly,
209.134.45.64/27,US,US-VT,Bridgewater,05034
209.134.45.96/27,US,US-VT,Mt Holly,
209.134.45.128/27,US,US-VT,Bridgewater,05034
209.134.45.252/30,US,US-VT,Springfield,05156
216.66.96.0/24,US,US-VT,Springfield,05156
216.66.97.0/24,US,US-VT,Springfield,05156
216.66.99.0/24,US,US-VT,Springfield,05156
216.66.100.0/26,US,US-VT,Grafton,05146
216.66.101.0/24,US,US-VT,Bridgewater,05034
216.66.102.0/24,US,US-VT,Springfield,05156
216.66.105.0/24,US,US-VT,Springfield,05156
216.66.106.0/23,US,US-VT,North Springfield,05150
216.66.108.0/24,US,US-VT,Springfield,05156
216.66.112.0/21,US,US-VT,Chester,05143
216.66.120.0/24,US,US-VT,Saxtons River,05154
216.66.122.0/24,US,US-VT,Saxtons River,05154
216.66.123.0/24,US,US-VT,Springfield,05156
216.66.125.0/24,US,US-VT,Pawlet,05761
216.66.126.0/24,US,US-VT,Springfield,05156
216.66.127.0/24,US,US-VT,North Springfield,05150
216.66.103.0/26,US,US-VT,Springfield,05156
216.66.103.64/26,US,US-VT,Springfield,05156
216.66.103.128/30,US,US-VT,Springfield,05156
216.66.103.132/30,US,US-VT,Springfield,05156
216.66.103.136/29,US,US-VT,White River Junction,05001
216.66.103.144/29,US,US-VT,Montpelier,05601
216.66.103.152/29,US,US-VT,Johnson,05656
216.66.103.160/29,US,US-VT,Hardwick,05843
216.66.103.168/29,US,US-VT,Killington,05751
216.66.103.176/28,US,US-VT,Killington,05751
216.66.103.192/27,US,US-VT,Hartland,05048
216.66.103.224/27,US,US-VT,Bellows Falls,05101
216.66.104.0/27,US,US-NH,Hanover,03755
216.66.104.40/30,US,US-VT,Springfield,05156
216.66.104.44/30,US,US-VT,Canaan,05903
216.66.104.48/28,US,US-VT,Springfield,05156
216.66.104.64/28,US,US-VT,Springfield,05156
216.66.104.80/30,US,US-VT,Springfield,05156
216.66.104.84/30,US,US-VT,Chester,05143
216.66.104.88/30,US,US-VT,Springfield,05156
216.66.104.92/30,US,US-VT,White River Junction,05001
216.66.104.96/28,US,US-VT,Essex,05451
216.66.104.112/30,US,US-VT,Springfield,05156
216.66.104.116/30,US,US-VT,Springfield,05156
216.66.104.120/30,US,US-VT,Springfield,05156
216.66.104.124/30,US,US-VT,White River Junction,05001
216.66.104.128/27,US,US-VT,Wallingford,05773
216.66.104.160/29,US,US-VT,Springfield,05156
216.66.104.168/29,US,US-VT,Killington,05751
216.66.104.176/28,US,US-VT,Killington,05751
216.66.104.192/28,US,US-VT,Wallingford,05773
216.66.104.208/30,US,US-VT,Springfield,05156
216.66.104.212/30,US,US-VT,White River Junction,05001
216.66.104.216/30,US,US-VT,Springfield,05156
216.66.104.220/30,US,US-VT,White River Junction,05001
216.66.104.224/29,US,US-VT,Springfield,05156
216.66.104.232/29,US,US-VT,Springfield,05156
216.66.104.240/30,US,US-VT,Springfield,05156
216.66.104.244/30,US,US-VT,Ludlow,05149
216.66.104.248/29,US,US-VT,Killington,05751
216.66.109.0/27,US,US-VT,Wallingford,05773
216.66.109.32/27,US,US-VT,Pawlet,05761
216.66.109.64/27,US,US-VT,Hartland,05048
216.66.110.0/30,US,US-VT,Wallingford,05773
216.66.110.4/30,US,US-VT,White River Junction,05001
216.66.110.12/30,US,US-VT,Wallingford,05773
216.66.110.16/29,US,US-VT,Killington,05751
216.66.110.24/29,US,US-VT,Springfield,05156
216.66.110.32/28,US,US-VT,Springfield,05156
216.66.110.48/30,US,US-VT,Ludlow,05149
216.66.110.52/30,US,US-VT,Springfield,05156
216.66.110.56/30,US,US-VT,Springfield,05156
216.66.110.60/30,US,US-NH,Lebanon,03756
216.66.110.64/30,US,US-VT,Ludlow,05149
216.66.110.68/30,US,US-VT,Springfield,05156
216.66.110.72/30,US,US-VT,Cavendish,05142
216.66.110.76/30,US,US-VT,Putney,05346
216.66.110.80/30,US,US-VT,Chester,05143
216.66.110.84/30,US,US-VT,Chester,05143
216.66.110.88/29,US,US-VT,North Springfield,05150
216.66.110.96/29,US,US-VT,Springfield,05156
216.66.110.104/29,CA,CA-QC,Montreal,
216.66.110.112/28,US,US-NH,Lebanon,03756
216.66.110.128/26,US,US-VT,Springfield,05156
216.66.110.192/26,US,US-VT,Springfield,05156
216.66.111.0/28,US,US-VT,Wallingford,05773
216.66.111.16/28,US,US-VT,Killington,05751
216.66.111.32/27,US,US-VT,Killington,05751
216.66.111.64/29,US,US-VT,Springfield,05156
216.66.111.72/29,US,US-VT,Springfield,05156
216.66.111.80/30,US,US-VT,Vergennes,05491
216.66.111.88/29,US,US-VT,White River Junction,05001
216.66.111.96/28,US,US-VT,Vergennes,05491
216.66.111.112/28,US,US-VT,Wallingford,05773
216.66.121.0/30,US,US-VT,Manchester,05254
216.66.121.4/30,US,US-VT,Springfield,05156
216.66.121.8/30,US,US-VT,North Hero,05474
216.66.121.12/30,US,US-VT,Springfield,05156
216.66.121.16/29,US,US-VT,Springfield,05156
216.66.121.24/30,US,US-VT,Springfield,05156
216.66.121.28/30,US,US-VT,Grafton,05146
216.66.121.33,US,US-VT,Springfield,05156
216.66.121.34,US,US-VT,Springfield,05156
216.66.121.36/30,US,US-VT,Springfield,05156
216.66.121.40/29,US,US-VT,Springfield,05156
216.66.121.48/30,US,US-VT,Mt Holly,
216.66.121.52/30,US,US-VT,Morrisville,05661
216.66.121.56/30,US,US-VT,Morrisville,05661
216.66.121.60/30,US,US-VT,Morrisville,05661
216.66.121.64/28,US,US-VT,Burlington,05401
216.66.121.80/30,US,US-VT,Springfield,05156
216.66.121.84/30,US,US-VT,Springfield,05156
216.66.121.88/30,US,US-VT,Springfield,05156
216.66.121.92/30,US,US-VT,Killington,05751
216.66.121.96/28,US,US-VT,Killington,05751
216.66.121.112/30,US,US-VT,Bridgewater,05034
216.66.121.116/30,US,US-VT,Montpelier,05601
216.66.121.120/29,US,US-VT,Springfield,05156
216.66.121.128/30,US,US-VT,Burlington,05401
216.66.121.132/30,US,US-VT,Shoreham,05770
216.66.121.136/30,US,US-VT,Springfield,05156
216.66.121.140/30,US,US-VT,Ludlow,05149
216.66.121.144/28,US,US-VT,Colchester,05439
216.66.121.160/28,US,US-VT,Springfield,05156
216.66.121.176/30,US,US-VT,Springfield,05156
216.66.121.180/30,US,US-VT,Springfield,05156
216.66.121.184/30,US,US-VT,Springfield,05156
216.66.121.188/30,US,US-VT,Springfield,05156
216.66.121.192/27,US,US-NH,Hanover,03755
216.66.121.224/29,US,US-VT,Springfield,05156
216.66.121.232/30,US,US-VT,Ludlow,05149
216.66.121.236/30,US,US-VT,Springfield,05156
216.66.121.240/29,US,US-VT,Springfield,05156
216.66.121.248/29,US,US-VT,Chester,05143
216.66.124.0/28,US,US-VT,Springfield,05156
216.66.124.16/29,US,US-VT,Burlington,05401
216.66.124.24/29,US,US-VT,Springfield,05156
216.66.124.32/29,US,US-VT,Springfield,05156
216.66.124.40/29,US,US-VT,Springfield,05156
216.66.124.48,US,US-VT,Chester,05143
216.66.124.52/30,US,US-VT,Montpelier,05601
216.66.124.56/29,US,US-VT,North Springfield,05150
216.66.124.64/28,US,US-VT,Chester,05143
216.66.124.80/28,US,US-VT,Ludlow,05149
216.66.124.98,US,US-VT,Hartland,05048
216.66.124.100/30,US,US-VT,Springfield,05156
216.66.124.104/30,US,US-VT,Springfield,05156
216.66.124.108/30,US,US-VT,Springfield,05156
216.66.124.112/28,US,US-VT,Wallingford,05773
216.66.124.128/27,US,US-VT,Wallingford,05773
216.66.124.160/29,US,US-VT,Chester,05143
216.66.124.168/30,US,US-VT,Chester,05143
216.66.124.172/30,US,US-VT,St Albans,
216.66.124.176/29,US,US-VT,North Springfield,05150
216.66.124.184/30,US,US-VT,Stowe,05672
216.66.124.188/30,US,US-VT,Stowe,05672
216.66.124.192/29,US,US-VT,Chester,05143
216.66.124.200/29,US,US-VT,Springfield,05156
216.66.124.208/30,US,US-VT,Springfield,05156
216.66.124.212/30,US,US-VT,Springfield,05156
216.66.124.216/29,US,US-VT,Morrisville,05661
216.66.124.224/27,US,US-VT,Springfield,05156
2607:ffc8::/48,US,US-VT,Springfield,05156
2607:ffc8:1::/64,US,US-VT,,
2607:ffc8:1:1::/64,US,US-VT,Springfield,05156
2607:ffc8:1:2::/64,US,US-VT,Wallingford,05773
2607:ffc8::/64,US,US-VT,,
2607:ffc8:0:1::/64,US,US-VT,,
2607:ffc8:0:2::/64,US,US-VT,,
2607:ffc8:0:4::/64,US,US-VT,Wallingford,05773
2607:ffc8:0:5::/64,US,US-VT,Burlington,05401
2607:ffc8:0:6::/64,US,US-VT,Topsham,05076
2607:ffc8:0:7::/64,US,US-VT,Wallingford,05773
2607:ffc8:0:8::/64,US,US-VT,Wallingford,05773
2607:ffc8:0:9::/64,US,US-VT,Wallingford,05773
2607:ffc8:0:a::/64,US,US-VT,Wallingford,05773
2607:ffc8:4000::/48,US,US-NH,Lebanon,03756
2607:ffc8:8000::/34,US,US-VT,,
2607:ffc8:c000::/34,US,US-VT,,
# Specific Blocks
66.220.245.156/32,US,US-VT,Grafton,05146
